device_brand,os,screen_size,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Asus,Android,12.83,13.0,5.0,32.0,4.0,5000.0,202.0,2015,1089,4.658521361,5.134915695
Asus,Android,12.83,13.0,5.0,64.0,4.0,3000.0,170.0,2015,715,4.799502655,5.857675979
Asus,Android,15.24,13.0,5.0,16.0,4.0,3000.0,190.0,2015,997,4.457018145,5.597532675
Asus,Android,15.24,13.0,5.0,16.0,4.0,3000.0,190.0,2015,1014,4.309590341,5.734117674
Asus,Android,12.83,13.0,5.0,32.0,4.0,3000.0,170.0,2015,880,4.657762636,5.402001478
Asus,Android,12.7,8.0,5.0,32.0,4.0,2040.0,140.0,2015,989,4.358374106,5.299366816
Asus,Android,12.7,13.0,5.0,32.0,4.0,2400.0,140.0,2015,592,4.450736133,5.354508646
Asus,Android,17.78,8.0,2.0,16.0,4.0,3500.0,272.0,2015,885,4.565389316,5.071604954
Asus,Android,12.7,8.0,2.0,32.0,4.0,2500.0,155.1,2015,568,4.193435465,4.690797272
Asus,Android,12.83,13.0,8.0,32.0,4.0,3030.0,156.0,2015,777,4.337421451,5.704215714
Asus,Android,20.32,5.0,2.0,32.0,4.0,4000.0,350.0,2015,747,4.529476342,5.6327876
Asus,Android,17.78,5.0,0.3,32.0,4.0,3450.0,265.0,2015,934,4.135166557,4.958569772
Asus,Android,12.83,13.0,13.0,16.0,4.0,3000.0,170.0,2015,794,4.831986983,5.635682062
Asus,Android,12.7,8.0,2.0,16.0,4.0,2500.0,155.0,2015,953,3.777119243,5.199325417
Asus,Android,12.83,13.0,5.0,16.0,4.0,3000.0,170.0,2015,685,4.547223226,5.52058053
Asus,Android,12.83,13.0,5.0,16.0,4.0,3000.0,170.0,2015,749,4.75272775,5.702681869
Asus,Android,17.78,5.0,2.0,32.0,4.0,3950.0,299.0,2015,970,4.703928958,5.393491173
Asus,Android,10.29,5.0,0.3,32.0,4.0,2100.0,150.0,2015,547,3.678829118,4.503801692
Asus,Android,17.78,5.0,2.0,32.0,4.0,3950.0,280.0,2015,557,4.518195172,5.080472254
Asus,Android,12.83,13.0,5.0,16.0,4.0,3000.0,185.0,2015,626,4.271932712,5.991164502
Asus,Android,12.7,8.0,5.0,32.0,4.0,2500.0,140.0,2014,857,4.17699924,4.373490304
Asus,Android,12.7,8.0,0.3,1024.0,4.0,2500.0,160.0,2014,860,3.523119986,4.594412529
Asus,Android,25.43,5.0,0.3,32.0,4.0,5000.0,525.0,2014,1059,4.727387819,5.297917287
Asus,Android,10.29,5.0,2.0,32.0,4.0,2060.0,148.8,2014,1023,4.219654753,5.078729985
Asus,Android,17.78,5.0,2.0,16.0,4.0,3950.0,279.0,2014,583,4.191773708,5.482553756
Asus,Android,17.78,5.0,2.0,16.0,4.0,3950.0,269.0,2014,1022,4.226249633,5.480555587
Asus,Android,12.7,8.0,2.0,32.0,4.0,2110.0,145.0,2014,595,4.397653891,5.344246298
Asus,Android,10.29,8.0,0.3,32.0,4.0,1750.0,134.0,2014,772,3.976123931,4.606669062
Asus,Android,20.32,5.0,1.2,16.0,4.0,4000.0,299.0,2014,801,4.597541159,5.483011107
Asus,Android,20.32,5.0,2.0,16.0,4.0,4000.0,320.0,2014,846,4.494015137,5.010368592
Asus,Android,17.78,5.0,2.0,32.0,4.0,3950.0,295.0,2014,731,4.357990057,4.868380247
Asus,Android,20.32,5.0,2.0,32.0,4.0,2865.0,328.0,2014,645,4.374624305,5.297567085
Asus,Android,17.78,2.0,0.3,32.0,4.0,2865.0,299.0,2014,766,4.151197374,4.87458645
Asus,Android,17.78,5.0,2.0,32.0,4.0,2865.0,299.0,2014,705,4.252202647,5.345010095
Asus,Android,25.43,5.0,1.2,16.0,4.0,6600.0,595.0,2014,1013,5.262690189,5.991939434
Asus,Android,25.43,2.0,0.3,32.0,4.0,5000.0,550.0,2014,800,4.811126886,5.395398704
Asus,Android,17.78,2.0,0.3,16.0,4.0,3910.0,290.0,2014,679,4.073971772,4.61244367
Asus,Android,12.7,13.0,2.0,16.0,4.0,2300.0,150.0,2014,1081,4.474377896,5.772997544
Asus,Android,12.7,13.0,2.0,16.0,4.0,2300.0,150.0,2014,1013,4.700207601,5.524177225
Asus,Android,12.7,13.0,2.0,16.0,4.0,2400.0,145.0,2014,956,4.242620879,6.235586505
Asus,Android,10.34,13.0,1.2,1024.0,4.0,1820.0,126.0,2014,772,5.494952658,5.555011741
Asus,Android,15.24,13.0,2.0,16.0,4.0,3230.0,196.0,2014,947,4.419924358,5.301362725
Asus,Android,15.24,13.0,2.0,16.0,4.0,3300.0,196.0,2014,665,4.567468319,5.53057922
Asus,Android,12.7,8.0,2.0,32.0,4.0,2110.0,145.0,2015,583,3.75630443,4.780551045
Asus,Android,12.7,8.0,2.0,32.0,4.0,2110.0,145.0,2014,794,4.253482784,4.859657354
Asus,Android,10.16,5.0,0.3,16.0,4.0,2865.0,115.0,2014,910,4.012411179,4.86591776
Asus,Android,10.29,5.0,2.0,32.0,4.0,2060.0,150.0,2014,635,4.365388994,5.707176708
Asus,Android,10.16,8.0,2.0,32.0,4.0,1170.0,116.0,2014,824,4.284551613,5.34958066
Asus,Android,10.24,8.0,2.0,16.0,4.0,1500.0,105.0,2013,604,4.594210346,5.668224379
Asus,Android,12.7,13.0,2.0,16.0,4.0,2400.0,145.0,2013,654,5.187720945,6.592989738
Asus,Android,25.43,2.0,1.2,32.0,4.0,5070.0,522.0,2013,754,4.59036107,5.525612289
Asus,Android,20.32,5.0,1.2,16.0,4.0,3950.0,350.0,2013,847,4.469694046,5.015092015
Asus,Android,17.78,5.0,1.2,32.0,4.0,3950.0,328.0,2013,550,4.584252938,5.404612445
Asus,Android,17.78,5.0,1.2,16.0,4.0,3950.0,290.0,2013,1083,4.400480313,5.442461
Asus,Android,15.24,8.0,1.2,16.0,4.0,3200.0,210.0,2013,1040,4.730392151,5.858932655
Asus,Android,25.43,5.0,1.2,32.0,4.0,3950.0,585.0,2013,549,5.275355755,5.992988385
Asus,Android,17.78,2.0,0.3,32.0,4.0,3950.0,302.0,2013,643,4.327834406,4.601664047
Asus,Android,17.78,5.0,1.2,16.0,4.0,3950.0,302.0,2013,674,4.273605886,4.859967431
Asus,Android,17.78,3.15,1.2,32.0,4.0,4270.0,340.0,2013,869,4.226541732,5.561335264
Asus,Android,12.7,13.0,2.0,32.0,4.0,2400.0,141.0,2013,614,5.698535399,6.908245159
Asus,Android,25.43,5.0,1.2,16.0,4.0,3950.0,580.0,2013,887,4.987912407,5.431973751
Asus,Android,17.78,1.0,1.2,32.0,4.0,4270.0,370.0,2013,753,4.162781724,4.695741884
Asus,Android,12.75,13.0,8.0,32.0,4.0,5000.0,168.0,2017,593,4.961094849,5.797970813
Others,Android,10.29,8.0,0.3,16.0,4.0,1840.0,128.0,2014,710,3.925136645,4.385395952
Others,Android,12.7,13.0,2.0,16.0,4.0,2520.0,135.0,2014,933,4.12341781,4.6025668
Others,Android,10.29,13.0,2.0,16.0,4.0,2100.0,119.0,2013,704,4.287166354,5.300564839
Others,Android,10.29,8.0,2.0,16.0,4.0,2000.0,135.0,2013,1011,3.930255774,5.011301739
BlackBerry,Android,10.29,,8.0,32.0,4.0,3000.0,156.0,2018,552,4.061304708,5.802299628
BlackBerry,Android,15.21,,16.0,64.0,4.0,4000.0,170.0,2018,629,4.693913396,5.853035466
BlackBerry,Android,15.21,,16.0,64.0,4.0,4000.0,170.0,2018,383,4.946274535,5.709300555
BlackBerry,Android,10.29,,8.0,64.0,4.0,3500.0,168.0,2018,471,4.107918682,6.217444073
BlackBerry,Android,12.83,12.0,8.0,32.0,4.0,4000.0,167.0,2017,561,4.578518155,5.966274936
BlackBerry,Android,12.83,13.0,8.0,32.0,4.0,3000.0,178.0,2017,607,4.475175389,5.301562097
BlackBerry,Android,10.29,12.0,8.0,64.0,4.0,3500.0,180.0,2017,554,4.682131227,5.671982162
BlackBerry,Android,12.83,21.0,8.0,32.0,4.0,3000.0,165.0,2016,560,5.008098746,5.701312761
BlackBerry,Android,12.75,13.0,8.0,16.0,4.0,2610.0,135.0,2016,920,4.346269915,5.299117047
BlackBerry,Android,12.8,18.0,2.0,32.0,4.0,3410.0,192.0,2015,805,4.513054897,5.601306683
BlackBerry,Others,12.7,8.0,2.0,16.0,4.0,2800.0,170.0,2015,1094,4.085471984,4.385894146
BlackBerry,Others,7.75,13.0,2.0,16.0,4.0,2500.0,178.0,2015,903,4.250350663,5.198773236
BlackBerry,Others,7.65,8.0,2.0,64.0,4.0,2100.0,140.0,2014,617,4.214495163,6.063994489
BlackBerry,Others,10.29,13.0,2.0,32.0,4.0,3450.0,196.0,2014,582,4.335982696,5.136268915
BlackBerry,Others,7.75,8.0,2.0,16.0,4.0,2515.0,177.0,2014,831,3.798406279,4.781054401
BlackBerry,Others,12.7,5.0,1.1,32.0,4.0,2500.0,164.0,2014,696,3.739572568,4.495801649
BlackBerry,Others,10.21,8.0,2.0,64.0,4.0,1800.0,140.0,2013,625,4.549128795,5.964966556
BlackBerry,Others,12.7,8.0,2.0,16.0,4.0,2880.0,170.0,2013,574,4.085640122,4.953782716
BlackBerry,Others,5.28,5.0,2.0,512.0,0.25,1450.0,120.0,2013,774,4.852264611,4.869378902
BlackBerry,Others,7.65,5.0,2.0,32.0,4.0,2180.0,120.0,2013,760,3.602776755,4.234106505
BlackBerry,Others,10.21,8.0,2.0,16.0,4.0,1800.0,137.5,2013,932,4.014940539,4.790819533
BlackBerry,Others,7.65,8.0,2.0,16.0,4.0,2100.0,139.0,2013,814,3.969725716,4.6987516
Others,Android,12.88,12.0,5.0,16.0,4.0,4180.0,165.0,2018,531,4.042700329,4.574195382
Others,Android,12.88,13.0,5.0,64.0,4.0,3180.0,167.5,2017,784,4.55008022,5.138617988
Others,Android,12.83,13.0,8.0,64.0,4.0,6180.0,167.5,2017,720,4.422208424,5.515241618
Others,Android,12.7,13.0,5.0,16.0,4.0,2800.0,169.0,2017,751,3.196221134,4.256746818
Others,Android,12.7,13.0,5.0,16.0,4.0,2800.0,176.0,2017,872,4.132282402,4.369954053
Others,Android,12.7,13.0,2.0,32.0,4.0,2800.0,176.0,2017,565,3.04594999,4.069710281
Others,Android,12.88,13.0,5.0,16.0,4.0,3000.0,174.0,2018,597,4.099497927,4.61005822
Others,Android,12.7,13.0,8.0,64.0,4.0,3000.0,152.0,2017,895,4.715995741,5.126995095
Others,Android,12.7,8.0,2.0,16.0,4.0,2000.0,150.0,2016,1083,3.917010547,4.376385755
Others,Android,12.83,13.0,5.0,32.0,4.0,3150.0,142.6,2016,599,4.541591204,5.48147191
Others,Android,15.24,24.0,8.0,64.0,4.0,3500.0,207.0,2015,858,4.646695933,5.738538106
Others,Android,15.24,8.0,2.0,32.0,4.0,3000.0,177.0,2015,569,4.243339115,4.707185111
Others,Android,12.7,8.0,2.0,32.0,4.0,5000.0,180.0,2015,862,3.995260604,4.941356667
Others,Android,12.7,5.0,0.3,16.0,4.0,2000.0,156.0,2015,572,3.916015027,4.371597439
Others,Android,12.7,8.0,2.0,32.0,4.0,2100.0,154.0,2015,789,3.903990834,4.803365092
Others,Android,10.36,8.0,5.0,16.0,4.0,2100.0,97.0,2015,889,3.827771453,5.243808381
Others,Android,15.24,13.0,5.0,16.0,4.0,3200.0,177.0,2014,740,4.159195535,5.355642433
Others,Android,12.7,13.0,5.0,32.0,4.0,2200.0,164.0,2014,608,4.356452384,5.007630785
Others,Android,17.78,5.0,2.0,32.0,4.0,3000.0,299.0,2014,1090,4.373112017,4.876417952
Others,Android,10.16,3.15,0.3,16.0,4.0,1400.0,106.0,2014,856,3.064325065,4.263665307
Others,Windows,12.7,8.0,2.0,32.0,4.0,2200.0,139.0,2014,637,4.260000234,5.003610679
Others,Android,12.7,8.0,2.0,16.0,4.0,2000.0,166.0,2014,1042,4.001315113,4.703747749
Others,Android,12.7,5.0,0.3,16.0,4.0,1800.0,170.0,2014,874,3.798630318,4.391481793
Others,Android,12.7,13.0,5.0,16.0,4.0,2300.0,129.0,2014,959,4.394819456,5.563370321
Others,Android,12.7,8.0,2.0,32.0,4.0,2000.0,136.0,2014,979,4.027670429,5.009301071
Others,Android,12.83,16.0,8.0,32.0,4.0,2500.0,152.0,2014,696,4.694919478,5.670914871
Others,Android,15.24,8.0,2.0,16.0,4.0,3000.0,206.0,2014,632,4.038831852,5.190787834
Others,Android,10.29,3.15,0.3,16.0,4.0,1800.0,135.0,2014,980,3.301008654,4.231639696
Others,Android,7.75,1.3,2.0,512.0,0.25,1300.0,101.0,2014,1056,3.268808194,4.262398147
Others,Android,12.7,8.0,2.0,16.0,4.0,2000.0,155.0,2014,571,4.235265253,4.782814153
Others,Android,12.7,3.15,2.0,16.0,4.0,2100.0,174.0,2014,616,3.713572067,4.268017718
Others,Android,12.83,8.0,2.0,16.0,4.0,2350.0,166.0,2014,976,3.936130081,4.872139217
Others,Android,10.29,8.0,2.0,16.0,4.0,3000.0,149.0,2014,790,4.224202549,5.242328856
Others,Android,10.36,8.0,5.0,16.0,4.0,2000.0,135.0,2014,1024,4.057507672,5.074173315
Others,Android,20.32,5.0,5.0,32.0,4.0,4500.0,404.0,2014,614,4.431649785,5.885298151
Others,Android,10.34,8.0,5.0,16.0,4.0,1800.0,109.0,2014,725,3.768614422,4.860819649
Others,Android,12.7,13.0,5.0,16.0,4.0,2000.0,133.0,2014,639,4.504244267,5.349485653
Others,Android,12.7,12.0,2.0,16.0,4.0,2000.0,144.0,2014,988,4.24506078,4.93820796
Others,Android,10.34,8.0,2.0,16.0,4.0,1800.0,125.0,2013,581,3.586569835,5.306434335
Others,Android,12.7,13.0,5.0,32.0,4.0,2020.0,128.0,2013,1038,4.220242729,5.484215852
Others,Android,12.7,5.0,0.3,16.0,4.0,2000.0,155.0,2013,909,3.621938048,4.489983776
Others,Android,10.16,5.0,0.3,16.0,4.0,1600.0,124.0,2013,782,3.670460869,4.381776603
Others,Android,12.7,12.0,5.0,16.0,4.0,2500.0,158.0,2013,729,4.0084235,5.346011692
Others,Android,12.83,5.0,0.3,16.0,4.0,2250.0,184.0,2013,728,3.664842876,4.774406503
Others,Others,5.08,1.3,0.3,128.0,0.25,820.0,80.0,2013,905,2.212660385,3.041183536
Others,Others,5.08,0.3,0.3,32.0,0.25,820.0,80.0,2013,636,1.53686722,3.042138646
Others,Others,5.28,1.3,0.3,32.0,0.25,820.0,90.0,2013,695,2.337952237,3.041183536
Others,Android,12.7,5.0,0.3,16.0,4.0,2000.0,128.0,2013,816,3.555348061,4.615813346
Others,Android,10.16,3.15,0.3,16.0,4.0,1500.0,128.0,2013,566,3.215269329,4.379398183
Others,Android,7.75,2.0,0.3,512.0,0.25,1000.0,105.0,2013,897,2.714694744,3.71210758
Others,Android,10.29,5.0,0.3,16.0,4.0,2000.0,144.0,2013,1028,3.847377812,4.623108331
Others,Android,10.16,5.0,0.3,16.0,4.0,1600.0,137.0,2013,793,3.888549649,4.606569207
Others,Android,12.78,8.0,2.0,16.0,4.0,2800.0,190.0,2013,1006,4.27652722,4.856551279
Others,Android,12.7,8.0,2.0,16.0,4.0,2000.0,170.0,2013,855,4.016563185,4.865069877
Others,Android,12.7,5.0,0.3,16.0,4.0,2000.0,170.0,2013,909,3.929666441,4.611549793
Others,Android,7.75,2.0,0.3,512.0,0.25,1500.0,120.0,2013,1038,3.405521353,4.397161522
Others,Others,5.28,1.3,0.3,64.0,0.25,1400.0,95.0,2013,729,2.709382646,3.362802994
Others,Others,5.18,0.3,0.3,32.0,0.25,820.0,90.0,2013,883,2.460443178,3.394843908
Others,Others,5.08,1.3,0.3,64.0,0.25,620.0,69.0,2013,990,2.23644529,3.007166651
Others,Android,12.88,12.0,5.0,16.0,4.0,2600.0,220.0,2013,689,4.199755077,5.439947129
Others,Android,12.7,13.0,5.0,16.0,4.0,2000.0,145.0,2013,745,4.192076051,5.442028024
Others,Android,10.34,8.0,2.0,16.0,4.0,1800.0,125.0,2013,902,3.581572601,5.187665096
Others,Android,12.78,8.0,2.0,16.0,4.0,2200.0,210.0,2013,956,4.004602187,5.072545364
Others,Android,12.88,8.0,1.3,16.0,4.0,2800.0,243.0,2013,1060,4.416186486,5.398207949
Others,Android,10.29,8.0,1.3,16.0,4.0,1800.0,148.0,2013,608,4.153242203,5.562180507
Others,Android,10.29,5.0,0.3,16.0,4.0,1800.0,145.0,2013,850,4.231784971,5.195453731
Others,Android,14.35,12.0,8.0,128.0,4.0,3100.0,168.0,2018,578,5.086608193,5.969039986
Others,Android,14.35,12.0,8.0,64.0,4.0,3100.0,163.0,2018,586,4.579339426,5.736894826
Others,Android,12.83,12.0,8.0,64.0,4.0,3400.0,183.0,2018,567,4.464067345,5.440381006
Others,Android,12.75,12.0,8.0,64.0,4.0,3100.0,165.0,2018,454,4.472552661,5.245391161
Others,Android,12.75,8.0,5.0,16.0,4.0,3100.0,155.0,2017,819,4.286753954,5.127825562
Others,Android,12.75,13.0,5.0,32.0,4.0,3100.0,155.0,2017,890,4.279024447,5.240158452
Others,Android,12.83,12.0,8.0,64.0,4.0,3400.0,183.0,2017,809,4.722508678,5.560950826
Others,Android,12.75,12.0,8.0,64.0,4.0,3100.0,165.0,2017,756,4.511189123,5.346154696
Others,Android,12.75,12.0,8.0,64.0,4.0,3100.0,158.0,2017,564,4.784821514,5.911744704
Others,Android,12.75,16.0,8.0,32.0,4.0,3100.0,153.0,2017,843,4.623501143,5.670983763
Others,Android,12.7,8.0,5.0,16.0,4.0,3080.0,140.0,2016,789,4.054563692,5.069595787
Others,Android,12.7,13.0,5.0,16.0,4.0,3080.0,140.0,2016,992,4.606369467,5.247602852
Others,Android,12.7,16.0,5.0,32.0,4.0,3050.0,139.0,2016,681,4.653579325,5.393536633
Others,Android,12.7,16.0,8.0,16.0,4.0,3200.0,145.0,2016,546,4.3447141,5.700978547
Others,Android,12.7,13.0,5.0,16.0,4.0,2850.0,139.0,2015,542,4.604670061,5.336094731
Others,Android,12.7,13.0,5.0,16.0,4.0,2900.0,148.0,2015,863,4.432719749,5.444407072
Others,Android,12.7,13.0,5.0,16.0,4.0,3120.0,144.0,2015,889,4.733827218,5.561911643
Others,Android,12.83,13.0,5.0,16.0,4.0,3620.0,162.0,2015,774,4.765331338,5.694876265
Others,Android,10.29,8.0,5.0,32.0,4.0,2470.0,115.0,2015,928,4.127295662,5.190565104
Others,Android,25.43,5.0,2.0,16.0,4.0,7280.0,470.0,2015,696,4.484018984,5.439773525
Others,Android,10.16,8.0,1.3,16.0,4.0,1800.0,173.8,2013,575,4.069710281,5.597569744
Others,Others,5.18,2.0,8.0,16.0,4.0,2300.0,130.0,2018,723,3.853121898,4.705739241
Others,Android,12.7,13.0,8.0,32.0,4.0,5000.0,218.0,2017,745,4.969743853,6.107089701
Others,Android,10.34,8.0,2.0,16.0,4.0,4000.0,200.0,2017,714,4.202301704,5.79963796
Others,Android,12.75,16.0,8.0,64.0,4.0,4500.0,250.0,2018,443,4.777020443,6.802339206
Others,Android,10.34,13.0,5.0,32.0,4.0,3800.0,153.0,2016,930,5.260511652,6.476695401
Others,Android,10.29,5.0,2.0,32.0,4.0,3000.0,181.0,2015,759,4.81818259,5.828298349
Others,Android,10.34,8.0,2.0,16.0,4.0,3000.0,185.0,2015,688,4.618875833,6.087229169
Others,Others,5.08,2.0,2.0,24.0,4.0,1000.0,101.0,2015,691,3.151453149,4.948263313
Others,Android,10.34,8.0,0.3,32.0,4.0,2630.0,185.0,2014,1023,4.306898912,6.130073651
Others,Android,10.16,5.0,0.3,16.0,4.0,2000.0,170.0,2013,802,3.486151088,5.519819572
Others,Others,5.13,3.15,0.3,128.0,0.25,1150.0,136.0,2013,590,4.149621578,4.942784627
Others,Others,5.08,2.0,0.3,16.0,4.0,1300.0,161.0,2013,630,3.193763124,4.940784912
Celkon,Android,10.16,5.0,1.3,16.0,4.0,1400.0,122.0,2014,549,3.662792119,4.38688979
Celkon,Android,10.16,5.0,1.3,16.0,4.0,1400.0,122.0,2014,1035,3.493776563,4.390986376
Celkon,Android,10.16,5.0,1.3,16.0,4.0,1400.0,122.0,2014,573,3.654288009,4.398023008
Celkon,Android,12.7,8.0,2.0,16.0,4.0,1400.0,149.0,2014,995,4.085640122,4.786491242
Celkon,Android,12.7,5.0,0.3,32.0,4.0,1400.0,147.0,2014,661,3.950281718,4.474149924
Celkon,Android,10.16,3.15,1.3,512.0,0.25,1400.0,115.3,2014,932,3.028683374,4.093177214
Celkon,Android,10.29,8.0,1.3,16.0,4.0,2000.0,130.0,2014,1027,3.537184091,4.608664075
Celkon,Android,7.75,3.15,0.3,512.0,4.0,1400.0,102.0,2014,573,2.68988623,3.684118137
Celkon,Android,10.29,5.0,1.3,16.0,4.0,1400.0,78.2,2014,985,3.693120448,4.380149875
Celkon,Android,12.7,5.0,0.3,16.0,4.0,1400.0,140.0,2013,1059,3.758172281,4.053001599
Celkon,Android,10.29,5.0,1.3,16.0,4.0,1400.0,140.0,2013,965,3.765608987,4.505460342
Celkon,Android,7.75,3.15,0.3,512.0,0.25,1400.0,140.0,2013,567,2.911807039,3.905602438
Celkon,Others,7.75,1.3,0.3,256.0,0.25,1200.0,140.0,2013,836,2.466403178,3.349553149
Celkon,Others,5.18,1.3,0.3,256.0,0.25,1800.0,140.0,2013,586,2.333114298,2.951780386
Celkon,Others,5.28,1.3,0.3,256.0,0.25,1400.0,140.0,2013,561,2.063058062,3.025776395
Celkon,Others,5.23,1.3,0.3,256.0,0.25,1400.0,140.0,2013,796,2.242835089,3.023347441
Celkon,Others,5.23,0.3,0.3,256.0,0.25,1400.0,140.0,2013,687,2.315501318,3.068517943
Celkon,Android,12.7,8.0,1.3,16.0,4.0,1400.0,140.0,2013,567,3.898532415,4.507005937
Celkon,Android,10.16,3.15,0.3,512.0,0.25,1400.0,140.0,2013,637,2.800325477,3.884651809
Celkon,Android,10.16,3.15,0.3,256.0,0.25,1400.0,140.0,2013,778,3.116621591,4.070564034
Celkon,Android,7.75,1.3,0.3,256.0,0.25,1400.0,140.0,2013,945,2.884800713,3.934371409
Celkon,Android,12.7,12.0,3.0,16.0,4.0,1400.0,177.0,2013,779,4.035478809,5.297116646
Celkon,Android,10.16,5.0,0.3,512.0,0.25,1400.0,140.0,2013,942,3.171784217,4.256463412
Celkon,Android,10.34,8.0,0.3,256.0,0.25,1400.0,140.0,2013,831,4.312408568,4.930870326
Celkon,Others,10.16,2.0,0.3,256.0,0.25,1200.0,140.0,2013,635,2.85819286,3.639163862
Celkon,Others,7.75,2.0,0.3,256.0,0.25,1200.0,140.0,2013,569,2.877511642,3.659193144
Celkon,Others,5.18,1.3,0.3,256.0,0.25,1800.0,140.0,2013,899,2.35991016,2.977568303
Celkon,Others,5.18,1.3,0.3,256.0,0.25,1500.0,140.0,2013,818,2.429217744,3.383712067
Celkon,Others,5.23,1.3,0.3,256.0,0.25,1400.0,140.0,2013,980,2.621038824,3.683112859
Celkon,Others,5.23,1.3,0.3,256.0,0.25,3000.0,140.0,2013,787,2.584751985,3.384729189
Celkon,Android,11.76,5.0,0.3,256.0,0.25,1400.0,140.0,2013,857,4.335720882,4.787825021
Celkon,Android,11.76,8.0,0.3,256.0,0.25,1400.0,140.0,2013,563,4.493791598,4.883029169
Celkon,Android,7.75,3.15,0.3,256.0,0.25,1400.0,98.0,2013,1034,4.187075661,4.239454497
Coolpad,Android,15.29,,8.0,64.0,4.0,4000.0,177.0,2018,655,4.634146294,5.007095704
Coolpad,Android,12.83,12.0,13.0,64.0,4.0,3200.0,152.0,2017,791,4.564348191,5.85904682
Coolpad,Android,12.7,13.0,8.0,16.0,4.0,2500.0,148.0,2017,671,4.132121927,4.784570814
Coolpad,Android,12.83,13.0,8.0,64.0,4.0,4060.0,167.0,2016,851,4.443004135,5.30420003
Coolpad,Android,12.7,13.0,8.0,16.0,4.0,2500.0,148.0,2017,555,4.527532916,5.344055258
Coolpad,Android,12.83,16.0,8.0,128.0,4.0,4070.0,168.0,2016,820,4.53464042,6.04339264
Coolpad,Android,12.83,8.0,8.0,16.0,4.0,3050.0,170.0,2016,646,4.231784971,4.702206148
Coolpad,Android,12.83,13.0,8.0,32.0,4.0,4010.0,173.4,2016,661,4.55039716,5.207133661
Coolpad,Android,12.83,8.0,8.0,16.0,4.0,2500.0,143.0,2016,1078,4.201553369,5.190398024
Coolpad,Android,12.83,8.0,8.0,16.0,4.0,2500.0,143.0,2016,777,4.207226719,4.379523504
Coolpad,Android,12.83,13.0,5.0,16.0,4.0,2500.0,163.0,2016,1011,4.146146061,5.299067085
Coolpad,Android,12.83,13.0,5.0,16.0,4.0,3000.0,168.0,2016,1028,4.107096246,4.769158036
Coolpad,Android,12.83,13.0,5.0,64.0,4.0,2800.0,170.0,2016,703,4.91125685,5.941748955
Coolpad,Android,12.7,8.0,2.0,32.0,4.0,2000.0,125.0,2016,1040,4.046553898,4.871219958
Coolpad,Android,10.34,8.0,5.0,16.0,4.0,1800.0,120.0,2016,755,4.274858931,5.193567775
Coolpad,Android,12.7,13.0,5.0,16.0,4.0,2500.0,142.0,2016,779,4.204095426,4.686381441
Coolpad,Android,12.83,13.0,5.0,16.0,4.0,3000.0,138.5,2015,1014,4.131158535,4.774490931
Coolpad,Android,12.83,13.0,5.0,32.0,4.0,2500.0,138.5,2015,883,4.590259573,5.301263024
Coolpad,Android,12.83,8.0,2.0,32.0,4.0,2500.0,158.0,2015,725,4.349890765,5.082521753
Coolpad,Android,10.34,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,4.243339115,5.021179508
Others,Android,25.53,8.0,2.0,32.0,4.0,7000.0,597.0,2015,848,4.964730962,6.129268051
Others,Android,20.42,8.0,2.0,16.0,4.0,5900.0,305.0,2014,939,4.658047226,5.517332407
Others,Android,20.32,5.0,2.0,16.0,4.0,4100.0,292.0,2013,735,4.273466561,4.865455368
Others,Android,17.78,3.15,0.3,16.0,4.0,4100.0,234.0,2013,613,3.834061464,4.585171539
Others,Android,20.35,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,5.820705882,6.801738993
Others,Android,12.57,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,4.14472077,4.874051629
Others,Android,12.57,12.0,8.0,32.0,4.0,4000.0,139.0,2018,377,4.403910428,4.517758729
Others,Android,12.7,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,4.395066248,5.43929596
Others,Others,5.28,0.3,8.0,32.0,0.25,3100.0,130.0,2018,504,3.277144733,3.693618208
Others,Android,5.18,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,4.263524591,4.786074072
Others,Android,12.83,16.0,8.0,32.0,4.0,4000.0,203.0,2018,645,5.163470824,6.109669716
Others,Android,12.93,12.0,8.0,64.0,4.0,4500.0,190.0,2018,608,4.933538244,5.885409346
Others,Android,12.83,13.0,5.0,16.0,4.0,5000.0,203.0,2017,594,4.619368905,5.246286958
Others,Android,12.83,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,4.410006521,4.781976562
Others,Android,12.7,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,3.97724879,4.385271365
Others,Android,12.75,13.0,5.0,16.0,4.0,4000.0,206.0,2017,836,4.892902257,5.799122957
Others,Others,5.18,0.3,5.0,32.0,4.0,1500.0,112.0,2017,770,3.24376354,3.881976084
Others,Others,5.18,0.3,5.0,32.0,4.0,1000.0,92.0,2017,629,3.259249719,3.667144962
Others,Android,10.16,2.0,0.3,16.0,4.0,1300.0,105.0,2015,1034,3.055886196,4.05958057
Others,Android,12.7,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,4.037068494,4.388008706
Others,Android,10.29,5.0,2.0,32.0,4.0,1600.0,125.0,2015,962,3.88567903,4.270536259
